TRAIN,train/a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.cb0f3b1463e92615083e75629be7c4ee.jpg,white-knight,0.408653846,0.560096154,,,0.480769231,0.728365385,,
TRAIN,train/a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.cb0f3b1463e92615083e75629be7c4ee.jpg,white-king,0.110576923,0.192307692,,,0.194711538,0.40625,,
TRAIN,train/a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.cb0f3b1463e92615083e75629be7c4ee.jpg,white-queen,0.307692308,0.036057692,,,0.375,0.221153846,,
TRAIN,train/a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.cb0f3b1463e92615083e75629be7c4ee.jpg,white-bishop,0.399038462,0.348557692,,,0.46875,0.497596154,,
TRAIN,train/a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.cb0f3b1463e92615083e75629be7c4ee.jpg,white-rook,0.389423077,0.074519231,,,0.454326923,0.206730769,,
TRAIN,train/a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.cb0f3b1463e92615083e75629be7c4ee.jpg,white-pawn,0.408653846,0.259615385,,,0.466346154,0.370192308,,
TRAIN,train/a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.cb0f3b1463e92615083e75629be7c4ee.jpg,white-pawn,0.233173077,0.096153846,,,0.300480769,0.216346154,,
TRAIN,train/a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.cb0f3b1463e92615083e75629be7c4ee.jpg,white-pawn,0.223557692,0.274038462,,,0.278846154,0.389423077,,
TRAIN,train/a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.cb0f3b1463e92615083e75629be7c4ee.jpg,white-pawn,0.314903846,0.495192308,,,0.372596154,0.627403846,,
TRAIN,train/a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.cb0f3b1463e92615083e75629be7c4ee.jpg,black-rook,0.230769231,0,,,0.298076923,0.127403846,,
TRAIN,train/a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.cb0f3b1463e92615083e75629be7c4ee.jpg,black-knight,0.192307692,0.5625,,,0.274038462,0.733173077,,
TRAIN,train/a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.cb0f3b1463e92615083e75629be7c4ee.jpg,black-bishop,0.480769231,0.139423077,,,0.533653846,0.290865385,,
TRAIN,train/a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.cb0f3b1463e92615083e75629be7c4ee.jpg,black-king,0.733173077,0.173076923,,,0.819711538,0.382211538,,
TRAIN,train/a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.cb0f3b1463e92615083e75629be7c4ee.jpg,black-pawn,0.663461538,0.262019231,,,0.716346154,0.379807692,,
TRAIN,train/a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.cb0f3b1463e92615083e75629be7c4ee.jpg,black-pawn,0.509615385,0.591346154,,,0.564903846,0.721153846,,
TRAIN,train/a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.cb0f3b1463e92615083e75629be7c4ee.jpg,black-pawn,0.579326923,0.466346154,,,0.634615385,0.588942308,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,white-pawn,0.682692308,0.108173077,,,0.728365385,0.206730769,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,black-pawn,0.237980769,0.293269231,,,0.286057692,0.399038462,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,black-king,0.127403846,0.185096154,,,0.209134615,0.40625,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,black-pawn,0.425480769,0.206730769,,,0.471153846,0.302884615,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,white-pawn,0.682692308,0.028846154,,,0.742788462,0.139423077,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,black-pawn,0.355769231,0.112980769,,,0.408653846,0.216346154,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,black-bishop,0.180288462,0.081730769,,,0.242788462,0.21875,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,white-queen,0.663461538,0.134615385,,,0.740384615,0.271634615,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,white-pawn,0.670673077,0.266826923,,,0.735576923,0.399038462,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,black-pawn,0.274038462,0.033653846,,,0.322115385,0.129807692,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,white-pawn,0.526442308,0.185096154,,,0.576923077,0.300480769,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,white-king,0.778846154,0.319711538,,,0.860576923,0.512019231,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,white-bishop,0.762019231,0.074519231,,,0.836538462,0.235576923,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,black-knight,0.40625,0.276442308,,,0.475961538,0.411057692,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,white-rook,0.757211538,0.009615385,,,0.831730769,0.165865385,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,white-pawn,0.487980769,0.514423077,,,0.555288462,0.634615385,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,black-knight,0.317307692,0.257211538,,,0.382211538,0.40625,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,black-queen,0.189903846,0.350961538,,,0.271634615,0.516826923,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,black-pawn,0.362980769,0.625,,,0.427884615,0.737980769,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,white-pawn,0.6875,0.634615385,,,0.745192308,0.745192308,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,black-rook,0.199519231,0.016826923,,,0.259615385,0.122596154,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,black-pawn,0.3125,0.497596154,,,0.375,0.622596154,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,black-rook,0.028846154,0.735576923,,,0.110576923,0.889423077,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,white-bishop,0.798076923,0.608173077,,,0.877403846,0.759615385,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,black-knight,0.069711538,0.490384615,,,0.161057692,0.622596154,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,white-knight,0.778846154,0.480769231,,,0.858173077,0.639423077,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,white-knight,0.586538462,0.252403846,,,0.653846154,0.403846154,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,white-pawn,0.675480769,0.367788462,,,0.745192308,0.502403846,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,black-pawn,0.394230769,0.403846154,,,0.454326923,0.521634615,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,white-pawn,0.473557692,0.75,,,0.543269231,0.877403846,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,white-rook,0.567307692,0.735576923,,,0.646634615,0.889423077,,
TRAIN,train/49c2afbbe5726160b289f7c0c62cdace_jpg.rf.c09e87097759a1f3c86cfc83a677ee7d.jpg,black-pawn,0.149038462,0.75,,,0.211538462,0.870192308,,
TRAIN,train/1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,black-queen,0.778846154,0.209134615,,,0.850961538,0.372596154,,
TRAIN,train/1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,black-king,0.78125,0.269230769,,,0.858173077,0.466346154,,
TRAIN,train/1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,black-bishop,0.704326923,0.552884615,,,0.764423077,0.699519231,,
TRAIN,train/1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,black-bishop,0.757211538,0.129807692,,,0.810096154,0.271634615,,
TRAIN,train/1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,white-rook,0.829326923,0.677884615,,,0.90625,0.824519231,,
TRAIN,train/1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,white-rook,0.747596154,0.014423077,,,0.800480769,0.112980769,,
TRAIN,train/1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,black-knight,0.423076923,0.319711538,,,0.483173077,0.456730769,,
TRAIN,train/1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,black-knight,0.588942308,0.043269231,,,0.641826923,0.182692308,,
TRAIN,train/1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,black-pawn,0.670673077,0.086538462,,,0.713942308,0.175480769,,
TRAIN,train/1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,black-pawn,0.663461538,0.012019231,,,0.709134615,0.091346154,,
TRAIN,train/1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,black-pawn,0.709134615,0.461538462,,,0.759615385,0.567307692,,
TRAIN,train/1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,black-pawn,0.699519231,0.348557692,,,0.75,0.454326923,,
